ID Venta,Fecha,Sucursal,SKU,Nombre del Producto,Cantidad Vendida,Precio Unitario,Descuento Aplicado,Total Venta,Método de Pago,Cliente ID
2748,2023-06-11,Sucursal 1,BEB-00005,Agua Mineral,4,2000,1500,6500,Billetera Digital,C00113
3078,2023-01-25,Sucursal 3,BEB-00005,Agua Mineral,4,2000,1500,6500,Efectivo,C00227
3467,2023-07-23,Sucursal 3,BEB-00005,Agua Mineral,4,2000,1500,6500,Tarjeta de Débito,C00174
3630,2024-01-29,Sucursal 1,BEB-00005,Agua Mineral,4,2000,1500,6500,Tarjeta de Débito,C00257
4073,2023-09-17,Sucursal 3,BEB-00005,Agua Mineral,4,2000,1500,6500,Efectivo,C00104
4144,2023-03-29,Sucursal 3,BEB-00005,Agua Mineral,4,2000,1500,6500,Tarjeta de Débito,C00204
4290,2023-09-22,Sucursal 3,BEB-00005,Agua Mineral,4,2000,1500,6500,Tarjeta de Crédito,C00280
4336,2023-07-30,Sucursal 2,BEB-00005,Agua Mineral,4,2000,1500,6500,Tarjeta de Débito,C00218
4396,2023-07-30,Sucursal 2,BEB-00005,Agua Mineral,4,2000,1500,6500,Transferencia,C00098
4613,2023-12-27,Sucursal 1,BEB-00005,Agua Mineral,4,2000,1500,6500,Efectivo,C00259
9,2023-06-28,Sucursal 2,VER-00002,Lechuga Orgánica,4,2000,1000,7000,Tarjeta de Crédito,C00110
383,2023-05-31,Sucursal 3,VER-00002,Lechuga Orgánica,4,2000,1000,7000,Transferencia,C00236
1152,2023-06-03,Sucursal 3,VER-00002,Lechuga Orgánica,4,2000,1000,7000,Efectivo,C00274
1786,2023-05-31,Sucursal 3,VER-00002,Lechuga Orgánica,4,2000,1000,7000,Tarjeta de Crédito,C00049
1958,2023-07-25,Sucursal 2,VER-00002,Lechuga Orgánica,4,2000,1000,7000,Tarjeta de Crédito,C00206
2228,2023-10-22,Sucursal 1,VER-00002,Lechuga Orgánica,4,2000,1000,7000,Transferencia,C00229
2797,2023-02-23,Sucursal 1,VER-00002,Lechuga Orgánica,4,2000,1000,7000,Transferencia,C00105
3545,2023-07-28,Sucursal 2,VER-00002,Lechuga Orgánica,4,2000,1000,7000,Tarjeta de Crédito,C00119
4511,2023-09-08,Sucursal 3,VER-00002,Lechuga Orgánica,4,2000,1000,7000,Efectivo,C00085
106,2023-08-01,Sucursal 2,LAC-00004,Leche Entera,2,3500,0,7000,Tarjeta de Débito,C00168
114,2024-01-06,Sucursal 2,LAC-00004,Leche Entera,2,3500,0,7000,Billetera Digital,C00016
466,2023-05-29,Sucursal 1,LAC-00004,Leche Entera,2,3500,0,7000,Tarjeta de Crédito,C00256
707,2023-05-24,Sucursal 3,LAC-00004,Leche Entera,2,3500,0,7000,Efectivo,C00178
983,2023-06-13,Sucursal 2,LAC-00004,Leche Entera,2,3500,0,7000,Transferencia,C00266
1337,2023-06-20,Sucursal 1,LAC-00004,Leche Entera,2,3500,0,7000,Tarjeta de Crédito,C00166
1362,2023-12-21,Sucursal 2,LAC-00004,Leche Entera,2,3500,0,7000,Billetera Digital,C00184
1449,2023-04-18,Sucursal 1,LAC-00004,Leche Entera,2,3500,0,7000,Billetera Digital,C00276
1565,2023-11-12,Sucursal 1,LAC-00004,Leche Entera,2,3500,0,7000,Tarjeta de Débito,C00186
1858,2023-11-17,Sucursal 3,LAC-00004,Leche Entera,2,3500,0,7000,Transferencia,C00185
2367,2023-03-20,Sucursal 3,LAC-00004,Leche Entera,2,3500,0,7000,Transferencia,C00280
2420,2023-02-10,Sucursal 1,LAC-00004,Leche Entera,2,3500,0,7000,Tarjeta de Crédito,C00121
2456,2023-07-02,Sucursal 1,LAC-00004,Leche Entera,2,3500,0,7000,Tarjeta de Crédito,C00195
2886,2023-10-27,Sucursal 3,LAC-00004,Leche Entera,2,3500,0,7000,Billetera Digital,C00056
3367,2024-01-18,Sucursal 1,LAC-00004,Leche Entera,2,3500,0,7000,Tarjeta de Crédito,C00225
3428,2023-01-09,Sucursal 2,LAC-00004,Leche Entera,2,3500,0,7000,Billetera Digital,C00059
3458,2023-01-26,Sucursal 1,LAC-00004,Leche Entera,2,3500,0,7000,Billetera Digital,C00111
3499,2023-11-19,Sucursal 2,LAC-00004,Leche Entera,2,3500,0,7000,Billetera Digital,C00285
3592,2023-01-18,Sucursal 2,LAC-00004,Leche Entera,2,3500,0,7000,Efectivo,C00213
3748,2024-01-28,Sucursal 2,LAC-00004,Leche Entera,2,3500,0,7000,Billetera Digital,C00056
4001,2023-03-11,Sucursal 3,LAC-00004,Leche Entera,2,3500,0,7000,Transferencia,C00088
4458,2023-10-13,Sucursal 3,LAC-00004,Leche Entera,2,3500,0,7000,Billetera Digital,C00110
4553,2024-01-24,Sucursal 1,LAC-00004,Leche Entera,2,3500,0,7000,Billetera Digital,C00289
4878,2023-12-17,Sucursal 1,LAC-00004,Leche Entera,2,3500,0,7000,Efectivo,C00138
368,2023-06-10,Sucursal 3,LIM-00007,Detergente en Polvo,1,8000,1000,7000,Tarjeta de Crédito,C00082
587,2024-01-08,Sucursal 2,LIM-00007,Detergente en Polvo,1,8000,1000,7000,Tarjeta de Crédito,C00177
665,2023-05-03,Sucursal 2,LIM-00007,Detergente en Polvo,1,8000,1000,7000,Tarjeta de Crédito,C00207
1828,2023-05-20,Sucursal 1,LIM-00007,Detergente en Polvo,1,8000,1000,7000,Efectivo,C00096
2676,2023-03-21,Sucursal 2,LIM-00007,Detergente en Polvo,1,8000,1000,7000,Tarjeta de Débito,C00152
2785,2023-07-18,Sucursal 1,LIM-00007,Detergente en Polvo,1,8000,1000,7000,Transferencia,C00247
3489,2023-08-08,Sucursal 3,LIM-00007,Detergente en Polvo,1,8000,1000,7000,Efectivo,C00049
4786,2023-12-11,Sucursal 2,LIM-00007,Detergente en Polvo,1,8000,1000,7000,Efectivo,C00117
4994,2023-03-15,Sucursal 1,LIM-00007,Detergente en Polvo,1,8000,1000,7000,Tarjeta de Débito,C00270
999,2023-09-30,Sucursal 3,ABA-00009,Arroz Blanco,2,4000,1000,7000,Efectivo,C00236
1142,2023-05-06,Sucursal 3,ABA-00009,Arroz Blanco,2,4000,1000,7000,Efectivo,C00264
1881,2023-10-23,Sucursal 1,ABA-00009,Arroz Blanco,2,4000,1000,7000,Tarjeta de Crédito,C00189
2222,2023-12-07,Sucursal 3,ABA-00009,Arroz Blanco,2,4000,1000,7000,Billetera Digital,C00185
3043,2023-06-03,Sucursal 3,ABA-00009,Arroz Blanco,2,4000,1000,7000,Efectivo,C00030
3173,2023-12-24,Sucursal 1,ABA-00009,Arroz Blanco,2,4000,1000,7000,Transferencia,C00271
136,2023-09-15,Sucursal 1,BEB-00005,Agua Mineral,4,2000,1000,7000,Efectivo,C00063
2853,2023-11-23,Sucursal 3,BEB-00005,Agua Mineral,4,2000,1000,7000,Tarjeta de Crédito,C00166
3074,2023-10-07,Sucursal 3,BEB-00005,Agua Mineral,4,2000,1000,7000,Tarjeta de Débito,C00153
3391,2023-05-07,Sucursal 3,BEB-00005,Agua Mineral,4,2000,1000,7000,Tarjeta de Débito,C00019
3791,2023-02-04,Sucursal 3,BEB-00005,Agua Mineral,4,2000,1000,7000,Billetera Digital,C00005
3823,2023-03-21,Sucursal 3,BEB-00005,Agua Mineral,4,2000,1000,7000,Tarjeta de Crédito,C00262
1143,2023-12-01,Sucursal 2,VER-00002,Lechuga Orgánica,4,2000,500,7500,Tarjeta de Débito,C00266
1203,2023-10-16,Sucursal 2,VER-00002,Lechuga Orgánica,4,2000,500,7500,Efectivo,C00106
1273,2023-07-04,Sucursal 3,VER-00002,Lechuga Orgánica,4,2000,500,7500,Transferencia,C00298
2062,2024-01-07,Sucursal 3,VER-00002,Lechuga Orgánica,4,2000,500,7500,Efectivo,C00284
2152,2023-10-21,Sucursal 1,VER-00002,Lechuga Orgánica,4,2000,500,7500,Efectivo,C00038
3213,2023-12-24,Sucursal 2,VER-00002,Lechuga Orgánica,4,2000,500,7500,Billetera Digital,C00080
3784,2023-03-31,Sucursal 1,VER-00002,Lechuga Orgánica,4,2000,500,7500,Tarjeta de Débito,C00043
4009,2023-01-04,Sucursal 2,VER-00002,Lechuga Orgánica,4,2000,500,7500,Efectivo,C00219
4390,2023-10-29,Sucursal 2,VER-00002,Lechuga Orgánica,4,2000,500,7500,Billetera Digital,C00103
4625,2023-11-19,Sucursal 3,VER-00002,Lechuga Orgánica,4,2000,500,7500,Efectivo,C00263
4802,2023-10-12,Sucursal 2,VER-00002,Lechuga Orgánica,4,2000,500,7500,Billetera Digital,C00058
576,2023-08-22,Sucursal 3,LIM-00007,Detergente en Polvo,1,8000,500,7500,Efectivo,C00284
1443,2024-01-18,Sucursal 2,LIM-00007,Detergente en Polvo,1,8000,500,7500,Transferencia,C00142
2021,2023-10-07,Sucursal 3,LIM-00007,Detergente en Polvo,1,8000,500,7500,Tarjeta de Débito,C00038
2038,2023-02-01,Sucursal 1,LIM-00007,Detergente en Polvo,1,8000,500,7500,Efectivo,C00196
3266,2023-06-28,Sucursal 3,LIM-00007,Detergente en Polvo,1,8000,500,7500,Billetera Digital,C00213
4653,2023-08-31,Sucursal 1,LIM-00007,Detergente en Polvo,1,8000,500,7500,Billetera Digital,C00031
4748,2023-06-22,Sucursal 2,LIM-00007,Detergente en Polvo,1,8000,500,7500,Billetera Digital,C00215
729,2023-03-16,Sucursal 1,ABA-00009,Arroz Blanco,2,4000,500,7500,Efectivo,C00189
1806,2023-06-30,Sucursal 2,ABA-00009,Arroz Blanco,2,4000,500,7500,Transferencia,C00265
3203,2023-02-27,Sucursal 1,ABA-00009,Arroz Blanco,2,4000,500,7500,Billetera Digital,C00087
3412,2023-12-18,Sucursal 3,ABA-00009,Arroz Blanco,2,4000,500,7500,Tarjeta de Crédito,C00214
3414,2023-05-09,Sucursal 1,ABA-00009,Arroz Blanco,2,4000,500,7500,Transferencia,C00042
95,2023-03-31,Sucursal 1,BEB-00005,Agua Mineral,4,2000,500,7500,Tarjeta de Débito,C00137
75,2023-10-01,Sucursal 1,BEB-00005,Agua Mineral,4,2000,500,7500,Billetera Digital,C00020
391,2023-06-21,Sucursal 2,BEB-00005,Agua Mineral,4,2000,500,7500,Tarjeta de Crédito,C00052
1008,2023-02-09,Sucursal 3,BEB-00005,Agua Mineral,4,2000,500,7500,Billetera Digital,C00073
1585,2023-10-31,Sucursal 1,BEB-00005,Agua Mineral,4,2000,500,7500,Tarjeta de Débito,C00193
1770,2023-05-18,Sucursal 3,BEB-00005,Agua Mineral,4,2000,500,7500,Billetera Digital,C00146
1985,2023-02-02,Sucursal 2,BEB-00005,Agua Mineral,4,2000,500,7500,Tarjeta de Crédito,C00295
2733,2023-03-02,Sucursal 3,BEB-00005,Agua Mineral,4,2000,500,7500,Transferencia,C00044
3331,2023-05-30,Sucursal 3,BEB-00005,Agua Mineral,4,2000,500,7500,Transferencia,C00062
3827,2023-07-15,Sucursal 1,BEB-00005,Agua Mineral,4,2000,500,7500,Billetera Digital,C00115
4385,2023-01-30,Sucursal 1,BEB-00005,Agua Mineral,4,2000,500,7500,Billetera Digital,C00200
4531,2023-09-03,Sucursal 2,BEB-00005,Agua Mineral,4,2000,500,7500,Tarjeta de Débito,C00164
4893,2023-06-10,Sucursal 3,BEB-00005,Agua Mineral,4,2000,500,7500,Tarjeta de Débito,C00024
250,2023-03-25,Sucursal 3,VER-00002,Lechuga Orgánica,4,2000,0,8000,Billetera Digital,C00156
446,2023-02-14,Sucursal 3,VER-00002,Lechuga Orgánica,4,2000,0,8000,Billetera Digital,C00250
450,2024-01-27,Sucursal 1,VER-00002,Lechuga Orgánica,4,2000,0,8000,Efectivo,C00096
453,2023-08-21,Sucursal 3,VER-00002,Lechuga Orgánica,4,2000,0,8000,Transferencia,C00184
569,2023-07-04,Sucursal 3,VER-00002,Lechuga Orgánica,4,2000,0,8000,Tarjeta de Débito,C00001
731,2023-09-07,Sucursal 1,VER-00002,Lechuga Orgánica,4,2000,0,8000,Transferencia,C00132
735,2023-07-19,Sucursal 3,VER-00002,Lechuga Orgánica,4,2000,0,8000,Tarjeta de Crédito,C00294
769,2023-09-13,Sucursal 1,VER-00002,Lechuga Orgánica,4,2000,0,8000,Transferencia,C00031
865,2023-04-04,Sucursal 2,VER-00002,Lechuga Orgánica,4,2000,0,8000,Billetera Digital,C00169
937,2023-10-21,Sucursal 3,VER-00002,Lechuga Orgánica,4,2000,0,8000,Billetera Digital,C00090
1105,2023-05-31,Sucursal 2,VER-00002,Lechuga Orgánica,4,2000,0,8000,Efectivo,C00179
1121,2023-04-23,Sucursal 3,VER-00002,Lechuga Orgánica,4,2000,0,8000,Transferencia,C00124
1607,2023-02-04,Sucursal 1,VER-00002,Lechuga Orgánica,4,2000,0,8000,Efectivo,C00197
1643,2023-05-01,Sucursal 2,VER-00002,Lechuga Orgánica,4,2000,0,8000,Billetera Digital,C00217
1673,2023-08-02,Sucursal 1,VER-00002,Lechuga Orgánica,4,2000,0,8000,Billetera Digital,C00211
1975,2023-04-04,Sucursal 2,VER-00002,Lechuga Orgánica,4,2000,0,8000,Efectivo,C00027
3024,2023-12-16,Sucursal 2,VER-00002,Lechuga Orgánica,4,2000,0,8000,Tarjeta de Crédito,C00202
3385,2024-01-30,Sucursal 2,VER-00002,Lechuga Orgánica,4,2000,0,8000,Tarjeta de Crédito,C00009
3616,2023-02-11,Sucursal 3,VER-00002,Lechuga Orgánica,4,2000,0,8000,Tarjeta de Crédito,C00044
4031,2023-10-21,Sucursal 3,VER-00002,Lechuga Orgánica,4,2000,0,8000,Efectivo,C00232
4400,2023-08-27,Sucursal 2,VER-00002,Lechuga Orgánica,4,2000,0,8000,Billetera Digital,C00031
4732,2023-06-07,Sucursal 1,VER-00002,Lechuga Orgánica,4,2000,0,8000,Tarjeta de Débito,C00005
4807,2023-07-08,Sucursal 1,VER-00002,Lechuga Orgánica,4,2000,0,8000,Tarjeta de Débito,C00132
4981,2023-01-02,Sucursal 2,VER-00002,Lechuga Orgánica,4,2000,0,8000,Efectivo,C00003
188,2024-01-12,Sucursal 3,LIM-00007,Detergente en Polvo,1,8000,0,8000,Tarjeta de Crédito,C00039
323,2023-02-07,Sucursal 2,LIM-00007,Detergente en Polvo,1,8000,0,8000,Billetera Digital,C00194
504,2023-02-23,Sucursal 2,LIM-00007,Detergente en Polvo,1,8000,0,8000,Efectivo,C00022
560,2023-07-27,Sucursal 3,LIM-00007,Detergente en Polvo,1,8000,0,8000,Billetera Digital,C00197
785,2023-05-13,Sucursal 3,LIM-00007,Detergente en Polvo,1,8000,0,8000,Tarjeta de Débito,C00242
825,2023-07-10,Sucursal 1,LIM-00007,Detergente en Polvo,1,8000,0,8000,Tarjeta de Crédito,C00221
1039,2023-01-05,Sucursal 1,LIM-00007,Detergente en Polvo,1,8000,0,8000,Tarjeta de Débito,C00281
1081,2023-12-11,Sucursal 2,LIM-00007,Detergente en Polvo,1,8000,0,8000,Billetera Digital,C00263
1288,2023-03-22,Sucursal 1,LIM-00007,Detergente en Polvo,1,8000,0,8000,Efectivo,C00067
1298,2023-09-12,Sucursal 2,LIM-00007,Detergente en Polvo,1,8000,0,8000,Tarjeta de Débito,C00278
1414,2024-01-14,Sucursal 3,LIM-00007,Detergente en Polvo,1,8000,0,8000,Transferencia,C00029
1469,2023-11-21,Sucursal 2,LIM-00007,Detergente en Polvo,1,8000,0,8000,Tarjeta de Débito,C00284
1682,2023-11-07,Sucursal 3,LIM-00007,Detergente en Polvo,1,8000,0,8000,Billetera Digital,C00248
1777,2023-05-02,Sucursal 3,LIM-00007,Detergente en Polvo,1,8000,0,8000,Tarjeta de Crédito,C00069
2014,2023-06-14,Sucursal 2,LIM-00007,Detergente en Polvo,1,8000,0,8000,Billetera Digital,C00140
2055,2023-08-29,Sucursal 1,LIM-00007,Detergente en Polvo,1,8000,0,8000,Efectivo,C00106
2201,2023-05-18,Sucursal 1,LIM-00007,Detergente en Polvo,1,8000,0,8000,Tarjeta de Crédito,C00103
2614,2023-01-23,Sucursal 1,LIM-00007,Detergente en Polvo,1,8000,0,8000,Tarjeta de Débito,C00162
2670,2023-08-10,Sucursal 1,LIM-00007,Detergente en Polvo,1,8000,0,8000,Transferencia,C00159
2955,2023-12-30,Sucursal 2,LIM-00007,Detergente en Polvo,1,8000,0,8000,Transferencia,C00062
3187,2023-09-28,Sucursal 3,LIM-00007,Detergente en Polvo,1,8000,0,8000,Billetera Digital,C00152
3301,2023-11-08,Sucursal 2,LIM-00007,Detergente en Polvo,1,8000,0,8000,Tarjeta de Crédito,C00227
3397,2023-06-16,Sucursal 3,LIM-00007,Detergente en Polvo,1,8000,0,8000,Tarjeta de Crédito,C00189
3746,2023-05-10,Sucursal 1,LIM-00007,Detergente en Polvo,1,8000,0,8000,Efectivo,C00225
3754,2023-01-29,Sucursal 3,LIM-00007,Detergente en Polvo,1,8000,0,8000,Tarjeta de Débito,C00201
3921,2023-12-23,Sucursal 1,LIM-00007,Detergente en Polvo,1,8000,0,8000,Tarjeta de Débito,C00036
4111,2023-01-20,Sucursal 2,LIM-00007,Detergente en Polvo,1,8000,0,8000,Efectivo,C00225
4181,2023-04-04,Sucursal 1,LIM-00007,Detergente en Polvo,1,8000,0,8000,Tarjeta de Débito,C00045
4398,2023-12-25,Sucursal 2,LIM-00007,Detergente en Polvo,1,8000,0,8000,Efectivo,C00027
4426,2023-08-30,Sucursal 3,LIM-00007,Detergente en Polvo,1,8000,0,8000,Tarjeta de Débito,C00283
4778,2023-02-02,Sucursal 3,LIM-00007,Detergente en Polvo,1,8000,0,8000,Tarjeta de Débito,C00027
108,2023-08-09,Sucursal 1,ABA-00009,Arroz Blanco,2,4000,0,8000,Tarjeta de Crédito,C00067
330,2023-12-19,Sucursal 2,ABA-00009,Arroz Blanco,2,4000,0,8000,Tarjeta de Débito,C00036
516,2023-10-12,Sucursal 3,ABA-00009,Arroz Blanco,2,4000,0,8000,Billetera Digital,C00191
664,2023-12-18,Sucursal 2,ABA-00009,Arroz Blanco,2,4000,0,8000,Tarjeta de Débito,C00241
1163,2023-05-24,Sucursal 1,ABA-00009,Arroz Blanco,2,4000,0,8000,Tarjeta de Crédito,C00249
1237,2023-07-13,Sucursal 3,ABA-00009,Arroz Blanco,2,4000,0,8000,Tarjeta de Crédito,C00236
1435,2023-08-03,Sucursal 3,ABA-00009,Arroz Blanco,2,4000,0,8000,Billetera Digital,C00262
1479,2023-09-17,Sucursal 1,ABA-00009,Arroz Blanco,2,4000,0,8000,Transferencia,C00237
1581,2023-05-14,Sucursal 1,ABA-00009,Arroz Blanco,2,4000,0,8000,Tarjeta de Débito,C00042
1730,2023-09-21,Sucursal 2,ABA-00009,Arroz Blanco,2,4000,0,8000,Tarjeta de Débito,C00175
1907,2023-05-16,Sucursal 2,ABA-00009,Arroz Blanco,2,4000,0,8000,Transferencia,C00236
1947,2023-11-12,Sucursal 1,ABA-00009,Arroz Blanco,2,4000,0,8000,Tarjeta de Débito,C00221
1978,2023-05-07,Sucursal 3,ABA-00009,Arroz Blanco,2,4000,0,8000,Transferencia,C00297
2001,2023-05-02,Sucursal 3,ABA-00009,Arroz Blanco,2,4000,0,8000,Efectivo,C00150
2048,2023-03-14,Sucursal 1,ABA-00009,Arroz Blanco,2,4000,0,8000,Transferencia,C00254
2436,2023-03-30,Sucursal 3,ABA-00009,Arroz Blanco,2,4000,0,8000,Tarjeta de Débito,C00225
2914,2023-02-26,Sucursal 1,ABA-00009,Arroz Blanco,2,4000,0,8000,Tarjeta de Débito,C00245
3057,2023-05-26,Sucursal 1,ABA-00009,Arroz Blanco,2,4000,0,8000,Transferencia,C00198
3080,2024-01-20,Sucursal 3,ABA-00009,Arroz Blanco,2,4000,0,8000,Tarjeta de Débito,C00264
3231,2023-04-29,Sucursal 2,ABA-00009,Arroz Blanco,2,4000,0,8000,Tarjeta de Crédito,C00273
3261,2023-01-01,Sucursal 2,ABA-00009,Arroz Blanco,2,4000,0,8000,Tarjeta de Débito,C00250
3342,2023-07-02,Sucursal 3,ABA-00009,Arroz Blanco,2,4000,0,8000,Billetera Digital,C00081
3543,2023-10-16,Sucursal 2,ABA-00009,Arroz Blanco,2,4000,0,8000,Tarjeta de Crédito,C00043
3686,2023-06-18,Sucursal 1,ABA-00009,Arroz Blanco,2,4000,0,8000,Billetera Digital,C00118
4220,2023-01-06,Sucursal 2,ABA-00009,Arroz Blanco,2,4000,0,8000,Tarjeta de Débito,C00070
4305,2023-02-17,Sucursal 1,ABA-00009,Arroz Blanco,2,4000,0,8000,Efectivo,C00049
4381,2024-01-17,Sucursal 1,ABA-00009,Arroz Blanco,2,4000,0,8000,Tarjeta de Débito,C00263
4387,2023-08-12,Sucursal 3,ABA-00009,Arroz Blanco,2,4000,0,8000,Billetera Digital,C00266
4519,2023-12-14,Sucursal 2,ABA-00009,Arroz Blanco,2,4000,0,8000,Transferencia,C00153
4977,2023-08-05,Sucursal 3,ABA-00009,Arroz Blanco,2,4000,0,8000,Tarjeta de Débito,C00280
32,2023-01-10,Sucursal 3,BEB-00005,Agua Mineral,4,2000,0,8000,Tarjeta de Débito,C00272
90,2023-06-18,Sucursal 3,BEB-00005,Agua Mineral,4,2000,0,8000,Tarjeta de Crédito,C00201
213,2023-03-06,Sucursal 3,BEB-00005,Agua Mineral,4,2000,0,8000,Billetera Digital,C00174
442,2023-08-18,Sucursal 2,BEB-00005,Agua Mineral,4,2000,0,8000,Transferencia,C00263
482,2023-05-06,Sucursal 2,BEB-00005,Agua Mineral,4,2000,0,8000,Tarjeta de Débito,C00187
483,2023-03-15,Sucursal 3,BEB-00005,Agua Mineral,4,2000,0,8000,Tarjeta de Débito,C00032
931,2023-08-20,Sucursal 3,BEB-00005,Agua Mineral,4,2000,0,8000,Efectivo,C00225
1204,2023-05-03,Sucursal 3,BEB-00005,Agua Mineral,4,2000,0,8000,Tarjeta de Crédito,C00042
1236,2023-03-25,Sucursal 1,BEB-00005,Agua Mineral,4,2000,0,8000,Transferencia,C00172
1269,2023-01-02,Sucursal 2,BEB-00005,Agua Mineral,4,2000,0,8000,Efectivo,C00230
1539,2023-12-10,Sucursal 3,BEB-00005,Agua Mineral,4,2000,0,8000,Tarjeta de Crédito,C00120
1930,2023-09-06,Sucursal 2,BEB-00005,Agua Mineral,4,2000,0,8000,Tarjeta de Débito,C00162
2363,2023-05-16,Sucursal 2,BEB-00005,Agua Mineral,4,2000,0,8000,Efectivo,C00108
2421,2023-09-24,Sucursal 3,BEB-00005,Agua Mineral,4,2000,0,8000,Billetera Digital,C00270
2701,2023-03-12,Sucursal 1,BEB-00005,Agua Mineral,4,2000,0,8000,Transferencia,C00009
3204,2023-04-22,Sucursal 2,BEB-00005,Agua Mineral,4,2000,0,8000,Tarjeta de Crédito,C00058
3359,2023-12-04,Sucursal 2,BEB-00005,Agua Mineral,4,2000,0,8000,Tarjeta de Débito,C00155
3579,2023-02-17,Sucursal 1,BEB-00005,Agua Mineral,4,2000,0,8000,Tarjeta de Débito,C00008
4147,2023-12-24,Sucursal 3,BEB-00005,Agua Mineral,4,2000,0,8000,Transferencia,C00097
4451,2023-10-29,Sucursal 1,BEB-00005,Agua Mineral,4,2000,0,8000,Tarjeta de Crédito,C00160
4540,2023-03-19,Sucursal 3,BEB-00005,Agua Mineral,4,2000,0,8000,Tarjeta de Débito,C00196
4558,2023-04-17,Sucursal 2,BEB-00005,Agua Mineral,4,2000,0,8000,Efectivo,C00089
4891,2023-05-26,Sucursal 2,BEB-00005,Agua Mineral,4,2000,0,8000,Tarjeta de Crédito,C00134
1572,2023-05-08,Sucursal 3,PAN-00003,Pan Integral,2,5000,1500,8500,Tarjeta de Crédito,C00110
2162,2024-01-21,Sucursal 1,PAN-00003,Pan Integral,2,5000,1500,8500,Tarjeta de Crédito,C00055
2253,2023-06-08,Sucursal 2,PAN-00003,Pan Integral,2,5000,1500,8500,Transferencia,C00197
3136,2023-04-30,Sucursal 1,PAN-00003,Pan Integral,2,5000,1500,8500,Tarjeta de Débito,C00209
3221,2023-10-05,Sucursal 1,PAN-00003,Pan Integral,2,5000,1500,8500,Tarjeta de Débito,C00252
3437,2023-09-19,Sucursal 1,PAN-00003,Pan Integral,2,5000,1500,8500,Transferencia,C00008
4315,2023-02-07,Sucursal 3,PAN-00003,Pan Integral,2,5000,1500,8500,Transferencia,C00197
4983,2023-01-06,Sucursal 1,PAN-00003,Pan Integral,2,5000,1500,8500,Transferencia,C00287
4987,2023-05-06,Sucursal 2,PAN-00003,Pan Integral,2,5000,1500,8500,Tarjeta de Crédito,C00144
1566,2023-05-07,Sucursal 3,VER-00002,Lechuga Orgánica,5,2000,1500,8500,Efectivo,C00168
3327,2023-12-31,Sucursal 3,VER-00002,Lechuga Orgánica,5,2000,1500,8500,Transferencia,C00134
3521,2023-02-06,Sucursal 2,VER-00002,Lechuga Orgánica,5,2000,1500,8500,Tarjeta de Crédito,C00257
3688,2024-01-30,Sucursal 2,VER-00002,Lechuga Orgánica,5,2000,1500,8500,Tarjeta de Débito,C00199
4352,2023-04-01,Sucursal 3,VER-00002,Lechuga Orgánica,5,2000,1500,8500,Transferencia,C00074
4759,2023-09-22,Sucursal 1,VER-00002,Lechuga Orgánica,5,2000,1500,8500,Efectivo,C00296
248,2023-06-21,Sucursal 3,BEB-00005,Agua Mineral,5,2000,1500,8500,Transferencia,C00172
346,2023-11-28,Sucursal 2,BEB-00005,Agua Mineral,5,2000,1500,8500,Transferencia,C00295
1912,2023-01-25,Sucursal 2,BEB-00005,Agua Mineral,5,2000,1500,8500,Tarjeta de Débito,C00086
1991,2023-05-01,Sucursal 1,BEB-00005,Agua Mineral,5,2000,1500,8500,Efectivo,C00224
2833,2023-09-04,Sucursal 2,BEB-00005,Agua Mineral,5,2000,1500,8500,Transferencia,C00124
3726,2023-11-29,Sucursal 1,BEB-00005,Agua Mineral,5,2000,1500,8500,Billetera Digital,C00057
3769,2023-02-09,Sucursal 1,BEB-00005,Agua Mineral,5,2000,1500,8500,Billetera Digital,C00056
3977,2023-09-04,Sucursal 2,BEB-00005,Agua Mineral,5,2000,1500,8500,Tarjeta de Débito,C00188
3996,2023-12-03,Sucursal 3,BEB-00005,Agua Mineral,5,2000,1500,8500,Transferencia,C00174
4084,2023-11-05,Sucursal 2,BEB-00005,Agua Mineral,5,2000,1500,8500,Tarjeta de Crédito,C00284
4423,2023-12-24,Sucursal 2,BEB-00005,Agua Mineral,5,2000,1500,8500,Billetera Digital,C00233
4543,2023-01-29,Sucursal 1,BEB-00005,Agua Mineral,5,2000,1500,8500,Billetera Digital,C00296
151,2023-02-10,Sucursal 2,PAN-00003,Pan Integral,2,5000,1000,9000,Billetera Digital,C00146
295,2023-06-19,Sucursal 3,PAN-00003,Pan Integral,2,5000,1000,9000,Transferencia,C00087
460,2023-04-18,Sucursal 1,PAN-00003,Pan Integral,2,5000,1000,9000,Billetera Digital,C00007
912,2023-11-16,Sucursal 3,PAN-00003,Pan Integral,2,5000,1000,9000,Tarjeta de Débito,C00224
1089,2023-10-11,Sucursal 1,PAN-00003,Pan Integral,2,5000,1000,9000,Transferencia,C00015
2207,2024-01-04,Sucursal 2,PAN-00003,Pan Integral,2,5000,1000,9000,Transferencia,C00245
2823,2023-07-12,Sucursal 2,PAN-00003,Pan Integral,2,5000,1000,9000,Tarjeta de Débito,C00252
3423,2023-01-11,Sucursal 2,PAN-00003,Pan Integral,2,5000,1000,9000,Transferencia,C00286
3506,2023-11-16,Sucursal 3,PAN-00003,Pan Integral,2,5000,1000,9000,Tarjeta de Débito,C00053
3651,2023-04-23,Sucursal 1,PAN-00003,Pan Integral,2,5000,1000,9000,Efectivo,C00160
268,2023-01-14,Sucursal 1,VER-00002,Lechuga Orgánica,5,2000,1000,9000,Tarjeta de Crédito,C00161
